67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	17035693	17035763	1	70,	1,	17035693,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	19099417	19099487	1	70,	1,	19099417,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	25853239	25853309	1	70,	1,	25853239,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	28434795	28434865	1	70,	1,	28434795,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	4843900	4843970	1	70,	1,	4843900,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	6497314	6497384	1	70,	1,	6497314,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	14684107	14684177	1	70,	1,	14684107,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	15147599	15147669	1	70,	1,	15147599,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	15638387	15638457	1	70,	1,	15638387,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	16320719	16320789	1	70,	1,	16320719,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	17540416	17540486	1	70,	1,	17540416,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	18140416	18140486	1	70,	1,	18140416,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	21942321	21942391	1	70,	1,	21942321,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrY	59373566	26370648	26370718	1	70,	1,	26370648,
68	2	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	121013835	121013905	1	70,	1,	121013835,
68	2	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	123719014	123719084	1	70,	1,	123719014,
68	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chrX	155270560	126238497	126238568	1	71,	0,	126238497,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	11727860	11727930	1	70,	1,	11727860,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	19437785	19437855	1	70,	1,	19437785,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	38951011	38951081	1	70,	1,	38951011,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	51967716	51967786	1	70,	1,	51967716,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	55425583	55425653	1	70,	1,	55425583,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	56724810	56724880	1	70,	1,	56724810,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	57652612	57652682	1	70,	1,	57652612,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	57658315	57658385	1	70,	1,	57658315,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	57737574	57737644	1	70,	1,	57737574,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	62540075	62540145	1	70,	1,	62540075,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	62868959	62869029	1	70,	1,	62868959,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	72282124	72282194	1	70,	1,	72282124,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrX	155270560	72328474	72328544	1	70,	1,	72328474,
43	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	27	71	chrUn_gl000240	41933	27772	27816	1	44,	27,	27772,
45	2	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chrUn_gl000227	128374	24940	24987	1	47,	24,	24940,
41	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	27	71	chrUn_gl000221	155397	67861	67905	1	44,	27,	67861,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrUn_gl000220	161802	85317	85387	1	70,	1,	85317,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrUn_gl000219	179198	162153	162223	1	70,	1,	162153,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrUn_gl000219	179198	36592	36662	1	70,	1,	36592,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chrUn_gl000211	166566	13847	13917	1	70,	1,	13847,
68	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr9	141213431	21911255	21911326	1	71,	0,	21911255,
68	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr9	141213431	38781975	38782046	1	71,	0,	38781975,
68	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr9	141213431	45142123	45142194	1	71,	0,	45142123,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	142170	142240	1	70,	1,	142170,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	1226363	1226433	1	70,	1,	1226363,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	3315002	3315072	1	70,	1,	3315002,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	7218620	7218690	1	70,	1,	7218620,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	13040375	13040445	1	70,	1,	13040375,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	15630652	15630722	1	70,	1,	15630652,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	15905148	15905218	1	70,	1,	15905148,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	19905953	19906023	1	70,	1,	19905953,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	28554625	28554695	1	70,	1,	28554625,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	32712868	32712938	1	70,	1,	32712868,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	32731506	32731576	1	70,	1,	32731506,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	32960436	32960506	1	70,	1,	32960436,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr9	141213431	69225709	69225779	1	70,	1,	69225709,
68	2	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	52551389	52551459	1	70,	1,	52551389,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	20602799	20602869	1	70,	1,	20602799,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	49400746	49400816	1	70,	1,	49400746,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	54252836	54252906	1	70,	1,	54252836,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	57330271	57330341	1	70,	1,	57330271,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	66294810	66294880	1	70,	1,	66294810,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	67232650	67232720	1	70,	1,	67232650,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	69933842	69933912	1	70,	1,	69933842,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	70038487	70038557	1	70,	1,	70038487,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	70195041	70195111	1	70,	1,	70195041,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	70758135	70758205	1	70,	1,	70758135,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	75781249	75781319	1	70,	1,	75781249,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	78278410	78278480	1	70,	1,	78278410,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	80085859	80085929	1	70,	1,	80085859,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	84361869	84361939	1	70,	1,	84361869,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr8	146364022	89700427	89700497	1	70,	1,	89700427,
68	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr7	159138663	70305786	70305857	1	71,	0,	70305786,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	8281674	8281744	1	70,	1,	8281674,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	9478638	9478708	1	70,	1,	9478638,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	22570408	22570478	1	70,	1,	22570408,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	22966430	22966500	1	70,	1,	22966430,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	30481351	30481421	1	70,	1,	30481351,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	32124092	32124162	1	70,	1,	32124092,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	32506640	32506710	1	70,	1,	32506640,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	43101187	43101257	1	70,	1,	43101187,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	45357494	45357564	1	70,	1,	45357494,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	46861717	46861787	1	70,	1,	46861717,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	69664806	69664876	1	70,	1,	69664806,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	77919888	77919958	1	70,	1,	77919888,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	80344915	80344985	1	70,	1,	80344915,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	82973570	82973640	1	70,	1,	82973570,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr7	159138663	85805870	85805940	1	70,	1,	85805870,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_ssto_hap7	4928567	1087827	1087897	1	70,	1,	1087827,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_ssto_hap7	4928567	1547629	1547699	1	70,	1,	1547629,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_ssto_hap7	4928567	159939	160009	1	70,	1,	159939,
47	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	23	71	chr6_ssto_hap7	4928567	3908881	3908929	1	48,	23,	3908881,
46	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chr6_ssto_hap7	4928567	1823530	1823577	1	47,	24,	1823530,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_qbl_hap6	4611984	122572	122642	1	70,	1,	122572,
65	5	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_qbl_hap6	4611984	1510541	1510611	1	70,	1,	1510541,
64	6	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_qbl_hap6	4611984	1693576	1693646	1	70,	1,	1693576,
46	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chr6_qbl_hap6	4611984	1784158	1784205	1	47,	24,	1784158,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mcf_hap5	4833398	1050615	1050685	1	70,	1,	1050615,
67	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr6_mcf_hap5	4833398	633822	633893	1	71,	0,	633822,
64	6	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mcf_hap5	4833398	1782517	1782587	1	70,	1,	1782517,
46	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chr6_mcf_hap5	4833398	1873101	1873148	1	47,	24,	1873101,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	4042308	4042378	1	70,	1,	4042308,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	1215092	1215162	1	70,	1,	1215092,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	1050579	1050649	1	70,	1,	1050579,
67	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr6_mann_hap4	4683263	633635	633706	1	71,	0,	633635,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	1565706	1565776	1	70,	1,	1565706,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	122572	122642	1	70,	1,	122572,
65	5	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	547256	547326	1	70,	1,	547256,
64	6	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_mann_hap4	4683263	1748754	1748824	1	70,	1,	1748754,
46	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chr6_mann_hap4	4683263	1839315	1839362	1	47,	24,	1839315,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_dbb_hap3	4610396	3867875	3867945	1	70,	1,	3867875,
67	3	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_dbb_hap3	4610396	1050949	1051019	1	70,	1,	1050949,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_dbb_hap3	4610396	122581	122651	1	70,	1,	122581,
65	5	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_dbb_hap3	4610396	1511304	1511374	1	70,	1,	1511304,
65	5	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_dbb_hap3	4610396	547258	547328	1	70,	1,	547258,
64	6	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_dbb_hap3	4610396	1694332	1694402	1	70,	1,	1694332,
46	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chr6_dbb_hap3	4610396	1784884	1784931	1	47,	24,	1784884,
67	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	0	71	chr6_cox_hap2	4795371	849107	849178	1	71,	0,	849107,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_cox_hap2	4795371	1729724	1729794	1	70,	1,	1729724,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_cox_hap2	4795371	1266269	1266339	1	70,	1,	1266269,
65	5	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_cox_hap2	4795371	762736	762806	1	70,	1,	762736,
64	6	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_cox_hap2	4795371	1912684	1912754	1	70,	1,	1912684,
46	1	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	24	71	chr6_cox_hap2	4795371	2003304	2003351	1	47,	24,	2003304,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_apd_hap1	4622290	1053807	1053877	1	70,	1,	1053807,
66	4	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_apd_hap1	4622290	122572	122642	1	70,	1,	122572,
65	5	0	0	0	0	0	0	+	M02438:125:000000000-G397Y:1:2104:16376:20132|HPV18_Qv15957|right|2313	71	1	71	chr6_apd_hap1	4622290	547290	547360	1	70,	1,	547290,
